isoform_id	gene	GABA_iso_GABA_mean	GABA_iso_other_mean	sibling_isoform_id	sibling_GABA_pct	sibling_GABA_mean	sibling_other_pct	sibling_other_mean	sibling_logFC	sibling_biotype	sibling_editsC_GABA_pct	sibling_editsC_is_translated	delta_log2_ratio	pairing_status
Adgrl3-228	Adgrl3	0.841018374649249	0.41476588868339	Adgrl3-222	1.38888888888889	0.0955517809235144	1.15551849425219	0.0803417924794396	0.25012925524032	retained_intron	0	FALSE	0.76970905438832	paired
Luc7l2-210	Luc7l2	1.12796348387668	0.482492281312563	Luc7l2-208	3.07539682539683	0.216865626621871	2.21573649413306	0.154732419388162	0.487023230947001	protein_coding	0.198412698412698	FALSE	0.738117653287835	paired
Enah-211	Enah	1.3713099559911	0.684892264278553	Enah-216	0.694444444444445	0.0492808209556217	0.571802966227887	0.0408245552170963	0.271583058171635	retained_intron			0.730021615969546	paired
Aak1-201	Aak1	1.60228113911153	0.541690126618549	Aak1-202	29.1666666666667	2.14020689620827	15.6828876049795	1.14417332234178	0.903444071649872	protein_coding	2.08333333333333	FALSE	0.661141773067484	paired
Nrxn1-212	Nrxn1	0.746823554862917	0.347869496941327	Nrxn1-215	8.53174603174603	0.576290401519595	5.93245577461433	0.414796669210191	0.474390706817283	protein_coding	0.793650793650794	FALSE	0.62782832742392	paired
Cers6-201	Cers6	0.755748709300852	0.26689028293892	Cers6-207	2.48015873015873	0.175066470255657	1.28060039311454	0.0921663309244093	0.925583660335179	retained_intron	0.297619047619048	FALSE	0.576072672873664	paired
Tmem108-202	Tmem108	0.850527976498558	0.32744976889234	Tmem108-201	0.793650793650794	0.0560203630309512	0.464589910060158	0.0319999735629612	0.807861288641261	protein_coding	0.0992063492063492	FALSE	0.569221080299406	paired
Myt1l-202	Myt1l	0.715191282673763	0.26375443033584	Myt1l-206	4.26587301587302	0.300492463322093	2.26338674131872	0.161671977054615	0.89425504945562	retained_intron	0.198412698412698	FALSE	0.544875322568561	paired
Fam126b-207	Fam126b	1.11023189781821	0.429726249055653	Fam126b-209	0.496031746031746	0.0337745099733017	0.268032640419322	0.0188718172382313	0.839667755637847	retained_intron	0.0992063492063492	FALSE	0.529701425775421	paired
R3hdm1-202	R3hdm1	0.926679451315647	0.392608770476969	R3hdm1-210	11.2103174603175	0.787605689150076	6.84972303293823	0.478283992668404	0.719604840073373	retained_intron	0.992063492063492	FALSE	0.519371021597945	paired
Dennd5b-201	Dennd5b	0.777834870175343	0.329369994139016	Dennd5b-205	6.8452380952381	0.462616311964709	4.09196497706832	0.280363008865069	0.722518096885801	retained_intron	0.297619047619048	FALSE	0.517234159234488	paired
Syne1-205	Syne1	1.22089367914884	0.607331358440241	Syne1-202	3.76984126984127	0.259089622194049	2.61480731431294	0.181232511650056	0.515607051108007	protein_coding	0.297619047619048	FALSE	0.491773557459161	paired
Grin2b-201	Grin2b	3.37339577730582	1.57108381114292	Grin2b-202	14.2857142857143	1.01077307997642	8.67830126868783	0.645313550830401	0.647386112308416	protein_coding	1.78571428571429	FALSE	0.455054842052576	paired
Bicd1-209	Bicd1	1.10642705793032	0.430121025357752	Bicd1-203	5.65476190476191	0.384524100071183	2.94835904461254	0.202457225914589	0.925453512744813	protein_coding	0.396825396825397	FALSE	0.437638219946851	paired
Etnk1-202	Etnk1	1.95378556826513	0.903812787748697	Etnk1-201	39.3849206349206	2.93451780966078	24.9151229972006	1.7960445605169	0.708300007950309	protein_coding	6.54761904761905	TRUE	0.403875397177648	paired
Map1b-206	Map1b	1.36969998602321	0.682043213247057	Map1b-201	38.8888888888889	2.95475535114856	25.5703138960033	1.91976242447911	0.622110634568927	protein_coding	9.22619047619048	TRUE	0.383813174440432	paired
Nsg2-201	Nsg2	1.93711021663004	0.875042819554089	Nsg2-202	0.793650793650794	0.0555513294093892	0.464589910060158	0.0320356884744847	0.794122378804121	protein_coding	0.198412698412698	FALSE	0.352357238225533	paired
Ahi1-202	Ahi1	0.940823812971646	0.457500776294335	Ahi1-205	4.46428571428571	0.317424128145968	2.40633748287569	0.172371647843931	0.880885474744817	retained_intron	0.297619047619048	FALSE	0.159263290237015	paired
Epm2aip1-202	Epm2aip1	1.08494921224509	0.541724230179202	Epm2aip1-201	8.82936507936508	0.609195515411989	4.58633629161951	0.316139446307419	0.946342067417451	protein_coding	1.68650793650794	FALSE	0.0556535830929304	paired
