isoform_id	gene	GABA_iso_GABA_mean	GABA_iso_other_mean	sibling_isoform_id	sibling_GABA_pct	sibling_GABA_mean	sibling_other_pct	sibling_other_mean	sibling_logFC	sibling_biotype	sibling_editsC_GABA_pct	sibling_editsC_is_translated	delta_log2_ratio	pairing_status
Adgrl3-228	Adgrl3	0.841018374649249	0.41476588868339	Adgrl3-222	1.38888888888889	0.0955517809235144	1.15551849425219	0.0803417924794396	0.25012925524032	retained_intron	0	FALSE	0.76970905438832	paired
Luc7l2-210	Luc7l2	1.12796348387668	0.482492281312563	Luc7l2-208	3.07539682539683	0.216865626621871	2.21573649413306	0.154732419388162	0.487023230947001	protein_coding	0.198412698412698	FALSE	0.738117653287835	paired
Enah-211	Enah	1.3713099559911	0.684892264278553	Enah-216	0.694444444444445	0.0492808209556217	0.571802966227887	0.0408245552170963	0.271583058171635	retained_intron			0.730021615969546	paired
Aak1-201	Aak1	1.60228113911153	0.541690126618549	Aak1-202	29.1666666666667	2.14020689620827	15.6828876049795	1.14417332234178	0.903444071649872	protein_coding	2.08333333333333	FALSE	0.661141773067484	paired
Nrxn1-212	Nrxn1	0.746823554862917	0.347869496941327	Nrxn1-215	8.53174603174603	0.576290401519595	5.93245577461433	0.414796669210191	0.474390706817283	protein_coding	0.793650793650794	FALSE	0.62782832742392	paired
Cers6-201	Cers6	0.755748709300852	0.26689028293892	Cers6-207	2.48015873015873	0.175066470255657	1.28060039311454	0.0921663309244093	0.925583660335179	retained_intron	0.297619047619048	FALSE	0.576072672873664	paired
Tmem108-202	Tmem108	0.850527976498558	0.32744976889234	Tmem108-201	0.793650793650794	0.0560203630309512	0.464589910060158	0.0319999735629612	0.807861288641261	protein_coding	0.0992063492063492	FALSE	0.569221080299406	paired
Myt1l-202	Myt1l	0.715191282673763	0.26375443033584	Myt1l-206	4.26587301587302	0.300492463322093	2.26338674131872	0.161671977054615	0.89425504945562	retained_intron	0.198412698412698	FALSE	0.544875322568561	paired
Fam126b-207	Fam126b	1.11023189781821	0.429726249055653	Fam126b-209	0.496031746031746	0.0337745099733017	0.268032640419322	0.0188718172382313	0.839667755637847	retained_intron	0.0992063492063492	FALSE	0.529701425775421	paired
R3hdm1-202	R3hdm1	0.926679451315647	0.392608770476969	R3hdm1-210	11.2103174603175	0.787605689150076	6.84972303293823	0.478283992668404	0.719604840073373	retained_intron	0.992063492063492	FALSE	0.519371021597945	paired
Dennd5b-201	Dennd5b	0.777834870175343	0.329369994139016	Dennd5b-205	6.8452380952381	0.462616311964709	4.09196497706832	0.280363008865069	0.722518096885801	retained_intron	0.297619047619048	FALSE	0.517234159234488	paired
Syne1-205	Syne1	1.22089367914884	0.607331358440241	Syne1-202	3.76984126984127	0.259089622194049	2.61480731431294	0.181232511650056	0.515607051108007	protein_coding	0.297619047619048	FALSE	0.491773557459161	paired
Grin2b-201	Grin2b	3.37339577730582	1.57108381114292	Grin2b-202	14.2857142857143	1.01077307997642	8.67830126868783	0.645313550830401	0.647386112308416	protein_coding	1.78571428571429	FALSE	0.455054842052576	paired
Bicd1-209	Bicd1	1.10642705793032	0.430121025357752	Bicd1-203	5.65476190476191	0.384524100071183	2.94835904461254	0.202457225914589	0.925453512744813	protein_coding	0.396825396825397	FALSE	0.437638219946851	paired
Etnk1-202	Etnk1	1.95378556826513	0.903812787748697	Etnk1-201	39.3849206349206	2.93451780966078	24.9151229972006	1.7960445605169	0.708300007950309	protein_coding	6.54761904761905	TRUE	0.403875397177648	paired
Map1b-206	Map1b	1.36969998602321	0.682043213247057	Map1b-201	38.8888888888889	2.95475535114856	25.5703138960033	1.91976242447911	0.622110634568927	protein_coding	9.22619047619048	TRUE	0.383813174440432	paired
Nsg2-201	Nsg2	1.93711021663004	0.875042819554089	Nsg2-202	0.793650793650794	0.0555513294093892	0.464589910060158	0.0320356884744847	0.794122378804121	protein_coding	0.198412698412698	FALSE	0.352357238225533	paired
Ahi1-202	Ahi1	0.940823812971646	0.457500776294335	Ahi1-205	4.46428571428571	0.317424128145968	2.40633748287569	0.172371647843931	0.880885474744817	retained_intron	0.297619047619048	FALSE	0.159263290237015	paired
Epm2aip1-202	Epm2aip1	1.08494921224509	0.541724230179202	Epm2aip1-201	8.82936507936508	0.609195515411989	4.58633629161951	0.316139446307419	0.946342067417451	protein_coding	1.68650793650794	FALSE	0.0556535830929304	paired
Tanc2-202	Tanc2	0.750254288549952	0.28306875058292											no_expressed_sibling
Dpp10-201	Dpp10	0.701166216755674	0.00816571874662678											all_isoforms_gaba_enriched
Cit-201	Cit	1.38566589721311	0.0203452384829844											all_isoforms_gaba_enriched
Slc17a6-201	Slc17a6	1.06157657853665	0.0174893684386441											all_isoforms_gaba_enriched
C130073E24Rik-201	C130073E24Rik	0.78006657433963	0.0142205672738925											all_isoforms_gaba_enriched
Col25a1-202	Col25a1	1.20897891127927	0.0449688678467592											all_isoforms_gaba_enriched
Maf-202	Maf	0.836364650806487	0.0340751683327189											all_isoforms_gaba_enriched
Kcnc1-203	Kcnc1	1.85714098091143	0.144072913134278											all_isoforms_gaba_enriched
Rasgrf2-205	Rasgrf2	0.937598297750029	0.087833552667195											all_isoforms_gaba_enriched
Mirg-201	Mirg	0.735740526167731	0.0708506955563713											all_isoforms_gaba_enriched
Scn1a-205	Scn1a	0.801051217219055	0.0772614730123329											all_isoforms_gaba_enriched
Peg3-204	Peg3	2.12084421642092	0.206711633515514											all_isoforms_gaba_enriched
Spock1-202	Spock1	0.942196386548117	0.0926617973463293											all_isoforms_gaba_enriched
5330434G04Rik-204	5330434G04Rik	1.00007035860154	0.0996071876449713											all_isoforms_gaba_enriched
Ube3a-216	Ube3a	0.779517328195996	0.0818467546407269											all_isoforms_gaba_enriched
Ntng1-208	Ntng1	1.24748915716376	0.134694434726778											all_isoforms_gaba_enriched
5330434G04Rik-202	5330434G04Rik	1.53916106084076	0.17136223397541											all_isoforms_gaba_enriched
Adarb2-206	Adarb2	1.57029835927452	0.175072869563789											all_isoforms_gaba_enriched
Nrxn3-202	Nrxn3	0.812715740230987	0.0971470547056765											all_isoforms_gaba_enriched
Mir124-2hg-201	Mir124-2hg	1.4475709020896	0.174043220861292											all_isoforms_gaba_enriched
L1cam-203	L1cam	0.701036014903931	0.0848828330948004											all_isoforms_gaba_enriched
A230057D06Rik-201	A230057D06Rik	0.972943605071481	0.119135289371092											all_isoforms_gaba_enriched
Kcnc1-201	Kcnc1	1.76130705240375	0.221801693465821											all_isoforms_gaba_enriched
Snhg11-202	Snhg11	1.41946431714274	0.184951346292307											all_isoforms_gaba_enriched
Grin1-214	Grin1	0.840524760768093	0.115642744549495											all_isoforms_gaba_enriched
Grm1-201	Grm1	0.694572617333937	0.0958373923429876											all_isoforms_gaba_enriched
Cadps-209	Cadps	1.1337537439048	0.158180440946713											all_isoforms_gaba_enriched
Serpini1-201	Serpini1	1.13865196277989	0.160826162798679											all_isoforms_gaba_enriched
Spock1-204	Spock1	0.825747241565637	0.117051226034833											all_isoforms_gaba_enriched
Meg3-201	Meg3	2.42530175138358	0.346255355809699											all_isoforms_gaba_enriched
Gabrb2-201	Gabrb2	0.812505395562975	0.117838797814607											all_isoforms_gaba_enriched
Slc38a1-203	Slc38a1	0.866306509260382	0.125923292442701											all_isoforms_gaba_enriched
Ube3a-215	Ube3a	1.1499298726711	0.178492984698938											all_isoforms_gaba_enriched
Kcnd3-202	Kcnd3	0.946375932701714	0.15389790542111											all_isoforms_gaba_enriched
Grk3-201	Grk3	0.909578884974139	0.149297251767989											all_isoforms_gaba_enriched
Nrxn3-204	Nrxn3	0.885573240030929	0.150243954590843											all_isoforms_gaba_enriched
Slc6a17-206	Slc6a17	0.96306458155443	0.164415676159591											all_isoforms_gaba_enriched
5330434G04Rik-203	5330434G04Rik	0.905137888183453	0.154568601152857											all_isoforms_gaba_enriched
Gm38393-203	Gm38393	1.28065877790749	0.222341257026852											all_isoforms_gaba_enriched
Nrxn3-205	Nrxn3	1.2589734786604	0.219507364873805											all_isoforms_gaba_enriched
Mef2c-209	Mef2c	0.734271526966119	0.129905990035591											all_isoforms_gaba_enriched
Asph-217	Asph	0.795303850572489	0.146712685565928											all_isoforms_gaba_enriched
Ube3a-205	Ube3a	1.45185352414147	0.269762816145749											all_isoforms_gaba_enriched
Snap25-203	Snap25	1.63142814172491	0.306633452988594											all_isoforms_gaba_enriched
Lingo2-209	Lingo2	1.17074752573733	0.223204011389592											all_isoforms_gaba_enriched
Snhg11-205	Snhg11	6.92376690121434	1.32489939950676											all_isoforms_gaba_enriched
Unc80-201	Unc80	1.15063035094177	0.223050279053495											all_isoforms_gaba_enriched
C230004F18Rik-210	C230004F18Rik	2.53079427188267	0.495001680694637											all_isoforms_gaba_enriched
Snhg11-201	Snhg11	8.43622889903405	1.66362505162558											all_isoforms_gaba_enriched
Slc2a13-202	Slc2a13	1.61157031018901	0.319973234415451											all_isoforms_gaba_enriched
Rims2-211	Rims2	1.01857719148187	0.202845918223577											all_isoforms_gaba_enriched
Rab3c-201	Rab3c	1.95257851818638	0.389214549000986											all_isoforms_gaba_enriched
Peg3-203	Peg3	1.24947122007537	0.250289195915252											all_isoforms_gaba_enriched
Strbp-201	Strbp	2.35030121908875	0.482678016581565											all_isoforms_gaba_enriched
Gpr158-202	Gpr158	0.876950572728832	0.180222268865087											all_isoforms_gaba_enriched
Peg3-201	Peg3	3.49413099200004	0.733726254861638											all_isoforms_gaba_enriched
Cntnap2-205	Cntnap2	0.954764422963296	0.202701735027456											all_isoforms_gaba_enriched
Rit2-203	Rit2	0.791659883109536	0.172230160369											all_isoforms_gaba_enriched
Slc2a3-201	Slc2a3	0.703285490893247	0.153765541740798											all_isoforms_gaba_enriched
Rab3c-202	Rab3c	1.17140902308864	0.256194727669906											all_isoforms_gaba_enriched
Meg3-206	Meg3	9.08754383773399	2.01160859613222											all_isoforms_gaba_enriched
Meg3-205	Meg3	7.3414945284655	1.62809043785684											all_isoforms_gaba_enriched
Gpr158-201	Gpr158	0.845786619692156	0.191336038912481											all_isoforms_gaba_enriched
Dner-201	Dner	1.26361677628876	0.286792385908767											all_isoforms_gaba_enriched
Slitrk4-202	Slitrk4	0.944617344279332	0.223148853767518											all_isoforms_gaba_enriched
Meg3-209	Meg3	9.12082771567965	2.18503142027104											all_isoforms_gaba_enriched
Stmn2-201	Stmn2	1.20013773241778	0.28890007397787											all_isoforms_gaba_enriched
Slc12a5-205	Slc12a5	1.49713262171527	0.362727916067454											all_isoforms_gaba_enriched
C230004F18Rik-203	C230004F18Rik	1.34150173178012	0.326953181435331											all_isoforms_gaba_enriched
Hcn1-202	Hcn1	1.03520026414328	0.253750276120029											all_isoforms_gaba_enriched
Gabrg2-201	Gabrg2	0.787718626371337	0.196457452647106											all_isoforms_gaba_enriched
Vezt-204	Vezt	1.11595034751908	0.280939616063946											all_isoforms_gaba_enriched
Disp2-201	Disp2	1.59177867591025	0.408303110816591											all_isoforms_gaba_enriched
Hcn1-201	Hcn1	1.04402381188849	0.268080390992224											all_isoforms_gaba_enriched
Cers4-201	Cers4	0.876237828499247	0.226095066604051											all_isoforms_gaba_enriched
Gdap1-201	Gdap1	1.0637332943632	0.28280502180243											all_isoforms_gaba_enriched
Tmem240-203	Tmem240	0.70619124950377	0.188368411244519											all_isoforms_gaba_enriched
Celf4-202	Celf4	1.04283252927967	0.281306393603438											all_isoforms_gaba_enriched
Kcnma1-205	Kcnma1	2.14597550034651	0.586662211582128											all_isoforms_gaba_enriched
Ube3a-206	Ube3a	0.956167392260472	0.264986503993694											all_isoforms_gaba_enriched
Ptpn4-201	Ptpn4	1.52753311036119	0.43178495535586											all_isoforms_gaba_enriched
Cadm3-202	Cadm3	1.05132861657209	0.298930063141933											all_isoforms_gaba_enriched
Pclo-204	Pclo	1.27539399715086	0.367226923632418											all_isoforms_gaba_enriched
Zfp804a-201	Zfp804a	0.706385455942559	0.211614870459063											all_isoforms_gaba_enriched
Pcsk2-201	Pcsk2	1.46073042348718	0.438465011182053											all_isoforms_gaba_enriched
C230004F18Rik-206	C230004F18Rik	2.04117326307706	0.624031985397996											all_isoforms_gaba_enriched
Arfgef3-202	Arfgef3	1.60163925590833	0.495581083239674											all_isoforms_gaba_enriched
Ube3a-203	Ube3a	3.05658515712043	0.952592050412557											all_isoforms_gaba_enriched
Ogfrl1-202	Ogfrl1	0.690231920244258	0.216509302557816											all_isoforms_gaba_enriched
Kif5a-201	Kif5a	1.09404816401651	0.348036389722583											all_isoforms_gaba_enriched
Ogfrl1-201	Ogfrl1	0.837424477212538	0.266962149530275											all_isoforms_gaba_enriched
Bsn-202	Bsn	0.81328744640245	0.259330261333458											all_isoforms_gaba_enriched
Gabrg2-204	Gabrg2	0.783553415693009	0.250384450594894											all_isoforms_gaba_enriched
Kcnb1-204	Kcnb1	1.41487914570486	0.459298683651515											all_isoforms_gaba_enriched
Snap25-201	Snap25	3.1159982101633	1.03414794787893											all_isoforms_gaba_enriched
Faim2-206	Faim2	0.926033180344602	0.313615016082413											all_isoforms_gaba_enriched
Kcnb1-201	Kcnb1	0.695544286156347	0.235591693265089											all_isoforms_gaba_enriched
Opcml-203	Opcml	1.35826942047968	0.461870417777124											all_isoforms_gaba_enriched
Bsn-201	Bsn	0.763700269626657	0.26032970157471											all_isoforms_gaba_enriched
Fut9-202	Fut9	0.963726813885807	0.330212313796266											all_isoforms_gaba_enriched
Raph1-204	Raph1	0.822430581271178	0.282821558056229											all_isoforms_gaba_enriched
Scai-201	Scai	1.31035783441855	0.458549663877774											all_isoforms_gaba_enriched
Kcna2-201	Kcna2	1.52786373110058	0.547118213644079											all_isoforms_gaba_enriched
Zcchc18-203	Zcchc18	0.704627407361267	0.256974614756354											all_isoforms_gaba_enriched
Adcy1-201	Adcy1	1.67132650298676	0.612307898330832											all_isoforms_gaba_enriched
Klhl29-201	Klhl29	0.728969064029192	0.269508292799339											all_isoforms_gaba_enriched
Dmxl2-208	Dmxl2	0.758782855991903	0.280996872572552											all_isoforms_gaba_enriched
Pgm2l1-202	Pgm2l1	1.45696244164938	0.540008305115394											all_isoforms_gaba_enriched
Lynx1-201	Lynx1	0.735742378112188	0.273279303380359											all_isoforms_gaba_enriched
Tmx4-201	Tmx4	1.93419840687223	0.71867339522273											all_isoforms_gaba_enriched
Unc5c-208	Unc5c	0.82640449381036	0.309397434467429											all_isoforms_gaba_enriched
Kcnh7-201	Kcnh7	1.00953041040432	0.380067370924142											all_isoforms_gaba_enriched
Megf8-202	Megf8	0.726148648175501	0.278554726926544											all_isoforms_gaba_enriched
Fut9-201	Fut9	1.75937027479369	0.67586504932367											all_isoforms_gaba_enriched
Opcml-202	Opcml	1.6161713249138	0.626246414364796											all_isoforms_gaba_enriched
Hivep1-201	Hivep1	0.754828813256351	0.296157817429059											all_isoforms_gaba_enriched
Atxn1-201	Atxn1	1.11868456579444	0.440547785034359											all_isoforms_gaba_enriched
Scrn1-201	Scrn1	0.706462279585572	0.279345300040257											all_isoforms_gaba_enriched
Syp-201	Syp	2.4481761995213	0.976677378460195											all_isoforms_gaba_enriched
Sacs-203	Sacs	1.70270760739024	0.679421442498179											all_isoforms_gaba_enriched
Trank1-202	Trank1	1.68711826874952	0.67758931982971											all_isoforms_gaba_enriched
Rnf150-201	Rnf150	0.800156894633313	0.321510350293553											all_isoforms_gaba_enriched
Cdkl5-205	Cdkl5	0.953729884395482	0.390127008459162											all_isoforms_gaba_enriched
Spock2-201	Spock2	2.18052504103541	0.893775853451241											all_isoforms_gaba_enriched
Timm9-211	Timm9	0.837530624222517	0.34499606761116											all_isoforms_gaba_enriched
Hlf-201	Hlf	0.986017050929908	0.40747834026572											all_isoforms_gaba_enriched
Cyp46a1-201	Cyp46a1	0.760615870365765	0.316879359470246											all_isoforms_gaba_enriched
Unc5c-202	Unc5c	0.812949397806834	0.341521744787117											all_isoforms_gaba_enriched
Thy1-201	Thy1	2.54290167155778	1.09153401975305											all_isoforms_gaba_enriched
St8sia3-201	St8sia3	1.25383435800857	0.53991342500443											all_isoforms_gaba_enriched
Plxna2-201	Plxna2	0.837381336564079	0.363129788608966											all_isoforms_gaba_enriched
Nsg1-201	Nsg1	1.87151174423254	0.812452150664352											all_isoforms_gaba_enriched
AC149090.1-202	AC149090.1	1.72986934555457	0.751111095558544											all_isoforms_gaba_enriched
Adcyap1r1-202	Adcyap1r1	0.834069109126362	0.364412949213925											all_isoforms_gaba_enriched
Hspa4l-208	Hspa4l	1.31140958962979	0.586139414096108											all_isoforms_gaba_enriched
Trank1-201	Trank1	1.57969450168943	0.734654838716453											all_isoforms_gaba_enriched
Slc32a1-201	Slc32a1	1.39821863705437	0.0257883888142823											single_isoform_gene
Gad2-201	Gad2	1.82276509852457	0.0371030550386724											single_isoform_gene
Unc5d-201	Unc5d	0.830087001644669	0.0261320076438618											single_isoform_gene
Zmat4-207	Zmat4	0.80314872831271	0.0807990602629877											single_isoform_gene
Tmem130-201	Tmem130	1.71013391802707	0.174404771250336											single_isoform_gene
Nrsn2-201	Nrsn2	1.30767473224434	0.162111899249298											single_isoform_gene
Nrsn1-201	Nrsn1	0.954251388640435	0.125823990076246											single_isoform_gene
Cacng2-201	Cacng2	1.43959289979664	0.191860753486987											single_isoform_gene
Cplx1-201	Cplx1	1.20000768899786	0.182776636657189											single_isoform_gene
Syngr3-201	Syngr3	0.892483467026564	0.165037473940033											single_isoform_gene
Arl4c-202	Arl4c	1.38290665180437	0.2614043198903											single_isoform_gene
Syngr1-201	Syngr1	1.56302609666397	0.31041504851095											single_isoform_gene
Syt13-201	Syt13	1.36609686118225	0.281102398386404											single_isoform_gene
Gm27000-201	Gm27000	5.46005735261068	1.14293828817318											single_isoform_gene
Camk2n2-201	Camk2n2	0.930679283295006	0.195913170196742											single_isoform_gene
Neto1-201	Neto1	0.9580688436102	0.202084961000892											single_isoform_gene
Mir124a-1hg-201	Mir124a-1hg	2.5767578248214	0.601613745988731											single_isoform_gene
Syt4-201	Syt4	2.0930478314651	0.489540500227051											single_isoform_gene
Tmem179-201	Tmem179	1.27143132267008	0.328238540592603											single_isoform_gene
Kcnk9-201	Kcnk9	0.874300211315062	0.23656243082057											single_isoform_gene
Gabbr2-201	Gabbr2	1.28961851370107	0.350705594297498											single_isoform_gene
Nat8l-201	Nat8l	1.09683465012714	0.299042476429346											single_isoform_gene
Gm45159-201	Gm45159	1.15337364537436	0.314554696661316											single_isoform_gene
Cdr1-201	Cdr1	1.13528673501155	0.322248559746967											single_isoform_gene
B230334C09Rik-201	B230334C09Rik	1.90237647639763	0.554823279513955											single_isoform_gene
Reep2-201	Reep2	0.749575576960792	0.219456209453326											single_isoform_gene
Prkaa2-201	Prkaa2	0.77211813329003	0.226850626845222											single_isoform_gene
Slc35f1-201	Slc35f1	0.944050794622812	0.280076159896878											single_isoform_gene
B3galnt1-201	B3galnt1	0.686657707825142	0.206731969435938											single_isoform_gene
Slitrk1-201	Slitrk1	1.13078712694188	0.354716586636959											single_isoform_gene
Diras2-201	Diras2	1.00962508975158	0.326657905694422											single_isoform_gene
2900055J20Rik-201	2900055J20Rik	1.48019183014681	0.508524827401197											single_isoform_gene
Nap1l2-201	Nap1l2	1.22547376367139	0.424197281914087											single_isoform_gene
Slc4a8-201	Slc4a8	0.813885422672426	0.284133461919024											single_isoform_gene
